dataset,model,ablation,seed,macro_f1,mcc,balanced_accuracy,macro_pr_auc,brier_score,ece,latency_ms_per_sample,model_only_latency_ms_per_sample,end_to_end_latency_ms_per_sample,latency_repeats,latency_batch_size,probability_calibration_size,conformal_calibration_size,conformal_coverage,average_set_size,singleton_rate,benign_coverage,benign_average_set_size,benign_singleton_rate,attack_coverage,attack_average_set_size,attack_singleton_rate
unsw_nb15,logistic_regression,full,11,0.6725876468922353,0.34539212608524844,0.6730857159550798,0.7612704091355603,0.4396704378130467,0.15902349650613395,0.007826100826923674,0.00010311462527670096,0.007826100826923674,3,82332,17534,17534,0.8958120779283875,1.6174998785405432,0.38250012145945683,1.0,1.3807027027027028,0.6192972972972973,0.8107738462895967,1.8107738462895968,0.18922615371040324
unsw_nb15,logistic_regression,risk_aware_full_b0.01_a0.001,11,0.6725876468922353,0.34539212608524844,0.6730857159550798,0.7612704091355603,0.4396704378130467,0.15902349650613395,0.007818510826587736,0.00011160099757358212,0.007818510826587736,3,82332,17534,17534,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
unsw_nb15,logistic_regression,platt_full,11,0.6600205313936471,0.32173382262356565,0.6616249710842051,0.7749515410241024,0.4269955397546078,0.16889671134469608,0.007685732967321073,9.971133130473207e-05,0.007685732967321073,3,82332,17534,17534,0.8771559053587913,1.545923820628674,0.4540761793713258,0.982027027027027,1.3576486486486488,0.6423513513513514,0.7915600458837024,1.6995941057089914,0.30040589429100856
unsw_nb15,logistic_regression,risk_aware_platt_full_b0.01_a0.001,11,0.6600205313936471,0.32173382262356565,0.6616249710842051,0.7749515410241024,0.4269955397546078,0.16889671134469608,0.007893187339302573,0.00010053199248976594,0.007893187339302573,3,82332,17534,17534,0.9615459359665743,1.6492979643395034,0.3507020356604965,0.982027027027027,1.399891891891892,0.6001081081081081,0.9448292596841084,1.8528633195093973,0.14713668049060266
unsw_nb15,random_forest,full,11,0.5341419321321107,0.11534587682087974,0.5551715642669935,0.7722201095458534,0.6914308785123415,0.3845257863312275,0.011120990218143284,0.002936635006163766,0.011120990218143284,3,82332,17534,17534,0.5876208521595492,1.0293931885536607,0.9706068114463392,0.8244324324324325,1.061,0.939,0.3943351275037501,1.0035956939909998,0.9964043060090003
unsw_nb15,random_forest,risk_aware_full_b0.01_a0.001,11,0.5341419321321107,0.11534587682087974,0.5551715642669935,0.7722201095458534,0.6914308785123415,0.3845257863312275,0.010517328215769488,0.0029822102382886326,0.010517328215769488,3,82332,17534,17534,0.7054972550162756,1.1943594228246612,0.8056405771753389,0.8244324324324325,1.165783783783784,0.8342162162162162,0.6084223065384275,1.2176828730256772,0.7823171269743228
unsw_nb15,random_forest,platt_full,11,0.532719710595036,0.11142726669169722,0.5533665211138961,0.8008418723944586,0.7233613579647845,0.3926330524078725,0.010987202222324107,0.002908728481435148,0.010987202222324107,3,82332,17534,17534,0.576604479424768,1.0139071078074138,0.9860928921925861,0.8005675675675675,1.0292162162162162,0.9707837837837838,0.393805700167652,1.001411806229595,0.998588193770405
unsw_nb15,random_forest,risk_aware_platt_full_b0.01_a0.001,11,0.532719710595036,0.11142726669169722,0.5533665211138961,0.8008418723944586,0.7233613579647845,0.3926330524078725,0.01082810612299889,0.0029203885889965866,0.01082810612299889,3,82332,17534,17534,0.6947723849778944,1.1827236068600302,0.8172763931399699,0.8005675675675675,1.141918918918919,0.858081081081081,0.6084223065384275,1.2160284126003706,0.7839715873996294
unsw_nb15,xgboost,full,11,0.5316299271664251,0.10813776259177624,0.5518631537652539,0.6230271854936728,0.8913461376132403,0.45688631537559166,0.008104325981249052,0.0006848495522650843,0.008104325981249052,3,82332,17534,17534,0.5508307826847398,1.0154739348005635,0.9845260651994364,0.7391081081081081,1.0325405405405406,0.9674594594594594,0.3971587399629401,1.0015441630636195,0.9984558369363805
unsw_nb15,xgboost,risk_aware_full_b0.01_a0.001,11,0.5316299271664251,0.10813776259177624,0.5518631537652539,0.6230271854936728,0.8913461376132403,0.45688631537559166,0.008081206173870656,0.0006828442564458474,0.008081206173870656,3,82332,17534,17534,0.5544381285526891,1.0586770635961715,0.9413229364038284,0.7391081081081081,1.1206486486486487,0.8793513513513513,0.40371040324715435,1.0080958263478337,0.9919041736521662
