dataset,model,ablation,seed,macro_f1,mcc,balanced_accuracy,macro_pr_auc,brier_score,ece,latency_ms_per_sample,model_only_latency_ms_per_sample,end_to_end_latency_ms_per_sample,latency_repeats,latency_batch_size,probability_calibration_size,conformal_calibration_size,conformal_coverage,average_set_size,singleton_rate,benign_coverage,benign_average_set_size,benign_singleton_rate,attack_coverage,attack_average_set_size,attack_singleton_rate
cic_iot_diad_2024_raw_proportion,random_forest,platt_full,37,0.7280266692516442,0.47368697902697693,0.6812371469650487,0.9996414658200654,0.0169571892052483,0.001578433002301767,0.0052131891572247185,0.0020216067671079765,0.0052131891572247185,3,79995,31998,31998,0.991261953872117,1.0584286517907369,0.941571348209263,0.9965095986038395,1.3350785340314135,0.6649214659685864,0.9911856840289668,1.0544077921089678,0.9455922078910323
cic_iot_diad_2024_raw_proportion,random_forest,risk_aware_platt_full_b0.05_a0.005,37,0.7280266692516442,0.47368697902697693,0.6812371469650487,0.9996414658200654,0.0169571892052483,0.001578433002301767,0.00540644956962335,0.0018986149131615298,0.00540644956962335,3,79995,31998,31998,0.995337208575536,1.0323895243452716,0.9676104756547285,0.9450261780104712,1.5331588132635252,0.4668411867364747,0.9960684346028484,1.0251112886656775,0.9748887113343225
cic_iot_diad_2024_raw_proportion,xgboost,full,37,0.4963926871647655,0.0,0.5,0.9998072658080676,0.01859050936116953,0.0016009837707992858,0.004654301727331834,0.0010922845180362185,0.004654301727331834,3,79995,31998,31998,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
cic_iot_diad_2024_raw_proportion,xgboost,risk_aware_full_b0.05_a0.005,37,0.4963926871647655,0.0,0.5,0.9998072658080676,0.01859050936116953,0.0016009837707992858,0.004344773215302872,0.0010617805278061005,0.004344773215302872,3,79995,31998,31998,0.9994374648415526,1.0406275392212012,0.9593724607787987,0.9607329842931938,1.9607329842931938,0.03926701570680628,1.0,1.0272546259305761,0.9727453740694239
cic_iot_diad_2024_raw_proportion,xgboost,platt_full,37,0.7319238181809229,0.4721455226833911,0.6968158835507646,0.9998697345627673,0.016943392959965314,0.0011489101977026704,0.004576721878219636,0.0010788495117357555,0.004576721878219636,3,79995,31998,31998,0.9912119507469217,1.0569660603787736,0.9430339396212263,0.9991273996509599,1.388307155322862,0.6116928446771379,0.9910969067458053,1.0521503126228615,0.9478496873771386
cic_iot_diad_2024_raw_proportion,xgboost,risk_aware_platt_full_b0.05_a0.005,37,0.7319238181809229,0.4721455226833911,0.6968158835507646,0.9998697345627673,0.016943392959965314,0.0011489101977026704,0.004460819217968012,0.0010908577620053605,0.004460819217968012,3,79995,31998,31998,0.9949496843552722,1.0299393712107006,0.9700606287892993,0.9589877835951134,1.5418848167539267,0.4581151832460733,0.9954723585587643,1.0224987000469252,0.9775012999530749
cic_iot_diad_2024_raw_proportion,mlp,full,37,0.4963926871647655,0.0,0.5,0.9994508785280775,0.021668868585982638,0.0004976610110151792,0.003509410171467579,0.00018885097003765205,0.003509410171467579,3,79995,31998,31998,0.9999624976561035,1.9765360335020938,0.02346396649790612,0.9973821989528796,1.9973821989528795,0.002617801047120419,1.0,1.976233053050768,0.023766946949232075
cic_iot_diad_2024_raw_proportion,mlp,risk_aware_full_b0.05_a0.005,37,0.4963926871647655,0.0,0.5,0.9994508785280775,0.021668868585982638,0.0004976610110151792,0.0031935391794298508,0.00019320790871739062,0.0031935391794298508,3,79995,31998,31998,0.9993749609350584,1.0659041190074379,0.934095880992562,0.956369982547993,1.956369982547993,0.04363001745200698,1.0,1.0529619906403378,0.9470380093596621
cic_iot_diad_2024_raw_proportion,mlp,platt_full,37,0.5870684345516678,0.21473728069684972,0.5568547948265354,0.9996969184322078,0.022251450447058417,0.002916369904530591,0.003197575681886231,0.00019355001361175193,0.003197575681886231,3,79995,31998,31998,0.9893868366772923,1.2397524845302832,0.7602475154697168,0.9991273996509599,1.6055846422338569,0.3944153577661431,0.9892452662684371,1.2344354398914381,0.7655645601085619
cic_iot_diad_2024_raw_proportion,mlp,risk_aware_platt_full_b0.05_a0.005,37,0.5870684345516678,0.21473728069684972,0.5568547948265354,0.9996969184322078,0.022251450447058417,0.002916369904530591,0.0031610242308771335,0.0001974623416652269,0.0031610242308771335,3,79995,31998,31998,0.9941371335708482,1.0523782736421026,0.9476217263578973,0.9424083769633508,1.719895287958115,0.2801047120418848,0.994888964983703,1.0426765082626286,0.9573234917373714
