dataset,model,ablation,attack_average_set_size_mean,attack_average_set_size_std,attack_coverage_mean,attack_coverage_std,attack_singleton_rate_mean,attack_singleton_rate_std,average_set_size_mean,average_set_size_std,balanced_accuracy_mean,balanced_accuracy_std,benign_average_set_size_mean,benign_average_set_size_std,benign_coverage_mean,benign_coverage_std,benign_singleton_rate_mean,benign_singleton_rate_std,brier_score_mean,brier_score_std,conformal_calibration_size_mean,conformal_calibration_size_std,conformal_coverage_mean,conformal_coverage_std,ece_mean,ece_std,end_to_end_latency_ms_per_sample_mean,end_to_end_latency_ms_per_sample_std,latency_batch_size_mean,latency_batch_size_std,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_repeats_mean,latency_repeats_std,macro_f1_mean,macro_f1_std,macro_pr_auc_mean,macro_pr_auc_std,mcc_mean,mcc_std,model_only_latency_ms_per_sample_mean,model_only_latency_ms_per_sample_std,probability_calibration_size_mean,probability_calibration_size_std,singleton_rate_mean,singleton_rate_std
cic_iot_diad_2024_raw_proportion,logistic_regression,full,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.024387428391576677,1.1301590852279743e-05,31998.0,0.0,1.0,0.0,0.0008546771321697042,0.00042450233147484106,0.003091661978790787,0.00011172415124676196,79995.0,0.0,0.003091661978790787,0.00011172415124676196,3.0,0.0,0.4963926871647654,0.0,0.9980814468994431,3.188311703986385e-06,0.0,0.0,7.442523483695727e-05,2.569711089405719e-06,31998.0,0.0,0.0,0.0
cic_iot_diad_2024_raw_proportion,logistic_regression,platt_full,1.4256490253522558,0.11101653065712917,0.989575010463037,0.0004085054574796618,0.5743509746477444,0.11101653065712909,1.4306794174635915,0.1094740227103735,0.537568288621654,0.0024124977541943845,1.7767888307155324,0.0034020224589210676,0.992844677137871,0.003970091855524404,0.2232111692844677,0.003402022458921102,0.02528480644709854,6.273677932568304e-05,31998.0,0.0,0.9896218513657103,0.0003645001468115489,0.006046590845952793,0.0002103279785304663,0.0030704139842561693,0.0001480021315003597,79995.0,0.0,0.0030704139842561693,0.0001480021315003597,3.0,0.0,0.5596442886237105,0.0035659643737352416,0.9992516273758788,0.0,0.16110106159223408,0.0070787856830764415,7.327566306402324e-05,3.777648785243744e-06,31998.0,0.0,0.5693205825364085,0.10947402271037346
cic_iot_diad_2024_raw_proportion,logistic_regression,risk_aware_full_b0.05_a0.005,1.1134320029423328,0.027549090300217367,1.0,0.0,0.8865679970576672,0.02754909030021747,1.1254678417401087,0.027299692076783823,0.5,0.0,1.9535776614310645,0.0126210713659787,0.9535776614310645,0.012621071365978738,0.04642233856893543,0.012621071365978741,0.024387428391576677,1.1301590852279743e-05,31998.0,0.0,0.999334958434902,0.0001808081478268994,0.0008546771321697042,0.00042450233147484106,0.003004854136722567,6.121033260891168e-05,79995.0,0.0,0.003004854136722567,6.121033260891168e-05,3.0,0.0,0.4963926871647654,0.0,0.9980814468994431,3.188311703986385e-06,0.0,0.0,7.39733733142565e-05,7.103856833498786e-07,31998.0,0.0,0.8745321582598912,0.027299692076783844
cic_iot_diad_2024_raw_proportion,logistic_regression,risk_aware_platt_full_b0.05_a0.005,1.100909333028954,0.01318001636043492,0.9947748227624954,0.00038079100041858634,0.8990906669710459,0.01318001636043486,1.1109344334020876,0.013140049850145169,0.537568288621654,0.0024124977541943845,1.800698080279232,0.010978824424119793,0.9530541012216405,0.014183446962149323,0.19930191972076788,0.010978824424119791,0.02528480644709854,6.273677932568304e-05,31998.0,0.0,0.9941771360710044,0.0002726488893920666,0.006046590845952793,0.0002103279785304663,0.003096334104295948,8.41204836827299e-05,79995.0,0.0,0.003096334104295948,8.41204836827299e-05,3.0,0.0,0.5596442886237105,0.0035659643737352416,0.9992516273758788,0.0,0.16110106159223408,0.0070787856830764415,7.41818029455454e-05,1.9381655293086293e-06,31998.0,0.0,0.8890655665979124,0.013140049850145235
cic_iot_diad_2024_raw_proportion,mlp,full,1.9729812679932528,0.006969686593459447,1.0,0.0,0.027018732006747072,0.006969686593459356,1.9732658291143195,0.006936900821775908,0.5,0.0,1.992844677137871,0.0064537040443632,0.992844677137871,0.006453704044363193,0.007155322862129146,0.00645370404436321,0.021989358569451188,0.00036511569379103916,31998.0,0.0,0.9998974935933497,9.245508887856355e-05,0.0005392917801892419,0.0002035260110860531,0.00365103468979829,0.0006613733589547378,79995.0,0.0,0.00365103468979829,0.0006613733589547378,3.0,0.0,0.4963926871647654,0.0,0.9990846891872736,0.0004816959884821393,0.0,0.0,0.00020444002754179555,4.118225537376458e-05,31998.0,0.0,0.026734170885680354,0.006936900821775912
cic_iot_diad_2024_raw_proportion,mlp,platt_full,1.1438090527463887,0.053317612921794315,0.9897398825603367,0.0003521526811225248,0.8561909472536113,0.05331761292179437,1.150789424339021,0.05237827707310455,0.5477944489165087,0.006900092830942188,1.631064572425829,0.032692831215249636,0.9973821989528796,0.0013797022950123542,0.368935427574171,0.03269283121524962,0.02229669782042673,0.00032985255194549804,31998.0,0.0,0.9898493655853491,0.0003379837698505089,0.002575224381538258,0.00027170428330817304,0.003251243452604107,0.00022699703249075845,79995.0,0.0,0.003251243452604107,0.00022699703249075845,3.0,0.0,0.575864146511562,0.009228124057312104,0.9996471611397894,5.0679269207567067e-05,0.2020999386639884,0.01478803240208881,0.0001959970832258487,3.6769564452364543e-06,31998.0,0.0,0.8492105756609789,0.052378277073104565
cic_iot_diad_2024_raw_proportion,mlp,risk_aware_full_b0.05_a0.005,1.056705855495948,0.006778577410956769,1.0,0.0,0.9432941445040519,0.006778577410956709,1.0695843490218138,0.006813342105567243,0.5,0.0,1.955671902268761,0.012269269810382491,0.955671902268761,0.012269269810382408,0.044328097731239094,0.012269269810382412,0.021989358569451188,0.00036511569379103916,31998.0,0.0,0.9993649603100193,0.0001757682755509551,0.0005392917801892419,0.0002035260110860531,0.0031662926432427137,0.0001870478060934415,79995.0,0.0,0.0031662926432427137,0.0001870478060934415,3.0,0.0,0.4963926871647654,0.0,0.9990846891872736,0.0004816959884821393,0.0,0.0,0.00019066024968735856,5.206716347524228e-06,31998.0,0.0,0.9304156509781862,0.006813342105567294
cic_iot_diad_2024_raw_proportion,mlp,risk_aware_platt_full_b0.05_a0.005,1.0479118314753517,0.007157157872503348,0.9949168664155538,0.00029531368089974415,0.9520881685246483,0.007157157872503269,1.0576686042877679,0.007269467127142923,0.5477944489165087,0.006900092830942188,1.7289703315881326,0.027139133430784588,0.9483420593368237,0.009222357829399928,0.2710296684118674,0.027139133430784647,0.02229669782042673,0.00032985255194549804,31998.0,0.0,0.9942496406025377,0.000398459339971479,0.002575224381538258,0.00027170428330817304,0.003215523803804198,0.0001132430699457492,79995.0,0.0,0.003215523803804198,0.0001132430699457492,3.0,0.0,0.575864146511562,0.009228124057312104,0.9996471611397894,5.0679269207567067e-05,0.2020999386639884,0.01478803240208881,0.00019258053644112847,1.1019306890070055e-05,31998.0,0.0,0.9423313957122319,0.007269467127142958
cic_iot_diad_2024_raw_proportion,random_forest,full,1.9911882205227713,0.0011201714931604772,0.9911882205227714,0.0011201714931604741,0.008811779477228627,0.001120171493160455,1.9818138633664604,0.0017108131031036103,0.7078421051198729,0.04372098689054914,1.336823734729494,0.04252080415555112,1.0,0.0,0.6631762652705062,0.042520804155551165,0.016847738507817615,0.00011172026483338701,31998.0,0.0,0.9913144571535721,0.0011041240335547132,0.0011241073582290405,0.00017051342678025622,0.005108466945993118,9.295498258372011e-05,79995.0,0.0,0.005108466945993118,9.295498258372011e-05,3.0,0.0,0.7387885744748955,0.019644853684935164,0.9957119509003393,0.0003643873704578878,0.48901867733896387,0.030319425417105188,0.0019301712189276339,3.946571319124093e-05,31998.0,0.0,0.018186136633539594,0.001710813103103635
cic_iot_diad_2024_raw_proportion,random_forest,platt_full,1.0507552410303238,0.005247056402886118,0.9901837689761444,0.0005909268478850508,0.9492447589696763,0.005247056402886135,1.054340896306019,0.005221931128813483,0.6610212183018784,0.012469894667621209,1.3010471204188483,0.01997473497776544,0.9958115183246073,0.0022586700009677245,0.6989528795811518,0.019974734977765453,0.016969914330167132,2.4411663842845038e-05,31998.0,0.0,0.9902643915244702,0.0005804052312506704,0.0018439916470892465,0.0002567354911814837,0.00534581778007175,0.0001800769077793022,79995.0,0.0,0.00534581778007175,0.0001800769077793022,3.0,0.0,0.7112631431413611,0.010495915605549326,0.9996505303582977,7.507046901626829e-05,0.4477126050585391,0.01625128705136503,0.001955596224509089,4.964921835275122e-05,31998.0,0.0,0.9456591036939809,0.0052219311288135405
